Type,Freq.Const.Speaker,Agt.Freq.Noun,Tense,Pr.2.Pr,Co.2.Pr,Polarity,Style,Gender,Age,Education
Singular,0.1053,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1026,0.07,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0976,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0952,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.093,0.015,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0909,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.0889,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.087,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1064,0.03,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1042,0.015,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1224,0.045,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.14,0.04,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1373,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1346,0.22,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1321,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1296,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1455,0,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1429,0.02,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1404,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1552,0.03,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1525,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.15,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1639,0.05,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1774,0.05,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1905,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1875,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1818,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.194,0.3,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1912,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.1884,0.235,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1806,0.135,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.1918,0.135,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.2,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.2105,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.2208,0.01,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.2179,0.05,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.2152,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.225,0.065,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.2222,0.01,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.2317,0.19,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.2289,0.075,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.2381,0.09,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.2353,0,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Plural,0.2442,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0.2529,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,University
Singular,0,0.015,Present-Preterit,Singular,Pluralized,Positive,Interview,Female,Oldest.Speakers,Less
Singular,0,0.025,Present-Preterit,Singular,Singular,Positive,Interview,Female,Oldest.Speakers,Less
Singular,0,0.025,Present-Preterit,Singular,Singular,Positive,Interview,Female,Oldest.Speakers,Less
Singular,0.25,0.12,All.Others,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,Less
Plural,0.2,0.01,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,Less
Singular,0.3333,0.035,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,Less
Singular,0.2857,0.155,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,Less
Singular,0.25,0.155,Present-Preterit,Singular,No.Priming,Positive,Interview,Female,Oldest.Speakers,Less
Plural,0.2222,0.18,All.Others,No.Priming,Pluralized,Positive,Interview,Female,Oldest.Speakers,Less
Plural,0.3,0.11,All.Others,Singular,Pluralized,Positive,Interview,Female,Oldest.Speakers,Less
Plural,0.3636,0.11,All.Others,Pluralized,Singular,Positive,Interview,Female,Oldest.Speakers,Less
Plural,0.3846,0.015,All.Others,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,Less
Plural,0.4286,0.015,All.Others,Pluralized,No.Priming,Positive,Interview,Female,Oldest.Speakers,Less
Singular,0.4375,0.02,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,Less
Plural,0.3889,0,All.Others,No.Priming,No.Priming,Positive,Interview,Female,Oldest.Speakers,Less
Plural,0.3636,0.185,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.3913,0.185,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4167,0.185,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.44,0,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.4231,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.4074,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.3929,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.3793,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.3667,0.005,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.3548,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.3438,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.3333,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.3235,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.3143,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.3333,0.14,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.3514,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.3684,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.3846,0.02,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4146,0.035,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4286,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.4419,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4318,0.155,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.4444,0.005,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4348,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4468,0.03,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4583,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4694,0.045,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.48,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4902,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.5,0.22,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.4906,0.22,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5,0,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5091,0.09,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5179,0.09,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.5263,0,Present-Preterit,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5172,0.02,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5254,0.02,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.5333,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.5246,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.5161,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5079,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5156,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5231,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5303,0.01,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5373,0.05,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Singular,0.5441,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5362,0.065,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5429,0.065,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5493,0.01,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0.5556,0.19,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Oldest.Speakers,Less
Plural,0,0.015,All.Others,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Singular,1,0.01,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5,0.005,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.3333,0.172,All.Others,Singular,No.Priming,Negative,Interview,Male,Oldest.Speakers,Less
Singular,0.5,0.025,Present-Preterit,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.3333,0.0167,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.4286,0,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.5,0.01,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.5556,0.005,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.6,0.005,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5455,0.02,Present-Preterit,No.Priming,Pluralized,Negative,Interview,Male,Oldest.Speakers,Less
Plural,0.5,0.095,All.Others,No.Priming,No.Priming,Negative,Interview,Male,Oldest.Speakers,Less
Plural,0.5385,0.02,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5714,0.025,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5333,0.015,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5,0.01,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.4706,0.065,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.5,0.065,All.Others,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5263,0,Present-Preterit,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.5,0,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5238,0.06,Present-Preterit,Pluralized,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.5,0.015,All.Others,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.5217,0.04,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.5417,0.01,All.Others,No.Priming,Singular,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5385,0.005,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5185,0.005,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Plural,0.5,0.11,All.Others,No.Priming,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5333,0.045,Present-Preterit,Singular,No.Priming,Positive,Interview,Male,Oldest.Speakers,Less
Singular,0.5,0.185,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.4848,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.4706,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.4857,0.005,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.4722,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.4595,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Singular,0.4474,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.4359,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.45,0.14,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.4634,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.4651,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.4773,0.02,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
Plural,0.4889,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Oldest.Speakers,Less
