norm_F1,Proactive,Reactive,Style,BirthYear,Sex,PartnerEthnicity,PhillyLiveTime,HighSchoolType,Occupation_Group,wordLength
539,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
802,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
673,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
781,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
648,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
917,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
816,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
925,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
662,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
784,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
884,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
845,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
684,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
768,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,2
819,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
707,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
653,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
757,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
709,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,8
826,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
854,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
1013,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,10
867,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
838,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
508,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
761,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
634,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
816,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
796,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,8
693,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
867,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
631,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
631,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
868,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,3
841,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
796,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,3
754,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,7
671,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
716,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
592,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
650,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
894,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
561,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
878,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
862,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
824,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
771,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
802,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
683,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,7
820,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
787,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
684,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
646,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,3
769,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
857,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,7
804,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
797,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
911,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
855,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
641,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
744,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
734,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,3
793,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
835,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
745,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,4
811,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
648,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,5
690,Stronger Proactive Control,Stronger Reactive Control,Conversational,1982,Male,I am single,My whole life,Other (please specify).,Professional,1
579,Stronger Proactive Control,Stronger Reactive Control,Read,1982,Male,I am single,My whole life,Other (please specify).,Professional,6
