type,noun,Typical.Action.Chain.Pos,province,state,negation,broad.regions,locality,before,token,after,tense,corpus,long,lat,characters_before_noun,noun_length
plural,tiempos,tail.setting,Barcelona,Catalonia,absent,East,Barcelona,dulcelocura21_z0 bueno_aq0000 ya_rg,habrán_vaif000,tiempos_nc0p000 mejores_aq0000 ..._fs en_sp000 los_da0000 cuales_pr000000 te_p0000000 puedas_vmip000 cambiar_vmn0000 el_da0000 móvil_nc0s000 ..._fs buenas_aq0000 noches_nc0p000 d_nc0n000,other,Twitter,2.1734035,41.3850639,73,7
plural,chuches,tail.setting,Valencia,Valencian Community,absent,East,Valencia,donde_cs,habían_vaii000,chuches_nc0p000 ahora_rg hay_vaip000 estudios_nc0p000 de_sp000 tatuajes_nc0p000 ._fpmal_rg vamos_vmip000,other,Twitter,-0.3762881,39.4699075,39,7
singular,olivos,tail.setting,Huesca,Aragón,absent,East,Banastón,ya ,había, algunos que tenían treinta olivos,other,Coser,-0.3020749,42.5755307,28,6
singular,consecuencias,tail.setting,Málaga,Andalusia,absent,South,Málaga,alegarcia96_z0 mariojimenezlpe_nc0p000 no_rn lo_pp000000 rt_np00000 pq_np00000,puede_vmip000 haber_van0000,consecuencias_nc0p000,other,Twitter,-4.4212655,36.721261,0,13
singular,fichajes,tail.setting,Madrid,Community of Madrid,absent,Center,Madrid,timon_blanco_nc00000,habrá_vaif000,fichajes_nc0p000 este_dd0000 año_nc0s000 o_cc plantilla_nc0s000 cerrada_aq0000,other,Twitter,-3.7037902,40.4167754,29,8
singular,medallas,tail.setting,Madrid,Community of Madrid,present,Center,Madrid,si_cs los_da0000 #juegosolimpicos_nc0p000 se_p0000000 hubieran_vasi000 celebrado_vmp0000 en_sp000 madrid_nc0s000 no_rn,habría_vaic000,"medallas_nc0p000 ,_fc las_da0000",other,Twitter,-3.7037902,40.4167754,6,8
singular,secuelas,tail.setting,Biscay,Basque Country,absent,North,Bilbao,"kirinium_nc0p000 yo_pp000000 la_pp000000 vi_vmis000 ayer_rg y_cc me_pp000000 a_sp000 gustado_vmp0000 mucho_rg también_rg ,_fc espero_vmip000 que_cs",haya_vasp000,secuelas_nc0p000 o_cc películas_nc0p000 similares_aq0000 n.n_nc0n000,other,Twitter,-2.9349852,43.2630126,26,8
singular,pokemons,head,Madrid,Community of Madrid,absent,Center,Madrid,solo_rg espero_vmip000 que_cs,haya_vasp000,pokemons_nc0p000 y_cc pokeparadas_aq0000 en_sp000 mi_dp0000 pueblo_nc0s000,other,Twitter,-3.7037902,40.4167754,27,8
plural,conciertos,tail.setting,Alicante,Valencian Community,absent,East,Alicante,"este_dd0000 sábado_w es_vsip000 el_da0000 festival_nc0s000 aspesuena_nc0s000 ,_fc pero_cc no_rn olvidéis_vmsp000 que_cs mañana_rg viernes_w también_rg",habrán_vaif000,conciertos_nc0p000 gratuitos_aq0000 de_sp000 ..._fs httpst.col0dc7vbqox_nc0n000,other,Twitter,-0.4906855,38.3459963,37,10
singular,chonis,head,Barcelona,Catalonia,absent,East,Barcelona,ericsarra_nc00000 afrodita_112_z0 dreamhackspain_nc00000 broother_tv_aq0000 pues_cs si_cs que_cs,había_vaii000,chonis_nc0p000 y_cc canis_nc0n000 por_sp000 allí_rg ..._fs,other,Twitter,2.1734035,41.3850639,21,6
